	pTemra_001	pTemra_002	pTemra_003	pTemra_004	pTemra_005	pTemra_006
ENSG00000162757	0.508512	0.515572	0.520736	0.594694	0.603185	0.610975
ENSG00000162761.L01	0	0	0	0	0	0
ENSG00000162763	0	0	0	0	0	0
ENSG00000162769.L01	3.65351	4.09775	4.65916	5.62526	6.32181	7.0845
ENSG00000162771	0.0426966	0.0428544	0.0432023	0	0	0
ENSG00000162772.L01	49.0314	46.2059	49.8726	0.702276	0.706839	0.71245
ENSG00000162775.L01	21.2829	0	20.4057	22.2736	0	21.2856
ENSG00000162777.L01	141.474	143.398	145.946	104.805	106.079	111.01
ENSG00000162779.L01	0.0621513	0.0635675	0.0630944	0.34028	0.34438	0.34331
ENSG00000162782	0	0	0	0	0	0
ENSG00000162783	148.147	145.313	143.835	30.0932	29.277	29.1289
ENSG00000162804.L01	0.918383	0.923309	0.939512	3.43501	3.44094	3.47431
ENSG00000162804.L02	0	0	0	0	0	0
ENSG00000162813.L01	10.6077	10.9009	10.9645	7.03642	7.23252	7.26137
ENSG00000162814.L01	0	0	0	0	0	0
ENSG00000162817	0.0540364	0.0541496	0.054394	0.019129	0.0191492	0.0192627
ENSG00000162819.L01	21.928	22.1844	22.3579	32.2181	32.8346	32.8971
ENSG00000162825.L01	0.423744	0.463357	0.469024	0.98528	1.23052	1.24268
ENSG00000162836.L01	4.64223	4.61887	4.6942	3.84786	3.83662	4.20704
ENSG00000162843.L01	0	0	0	0	0	0
ENSG00000162849.L01	0.0998996	0.0993319	0.099518	0.0495808	0.0493395	0.0497202
ENSG00000162851.L01	11.7099	11.8829	11.8985	10.9017	11.0436	11.0368
ENSG00000162852.L01	13.2759	13.2323	12.6076	17.0857	17.0612	17.0999
ENSG00000162869.L01	12.389	12.8925	12.9831	13.1331	13.3601	13.4338
ENSG00000162873.L01	0	0	0	0	0	0
ENSG00000162877.L01	2.18099	2.21227	2.27046	1.25061	1.2945	1.42348
ENSG00000162878.L01	0	0	0	0	0	0
ENSG00000162881	0.124189	0.123807	0.124464	0.115126	0.11498	0.116246
ENSG00000162882.L01	0	0	0	0.196081	0.195999	0.197538
ENSG00000162885.L01	4.38516	4.43536	5.05977	5.00777	5.04699	5.3165
ENSG00000162888	0.79342	0.799014	0.805755	1.40191	1.41244	1.42754
ENSG00000162889.L01	91.7319	91.5936	94.1464	118.946	118.725	125.95
ENSG00000162891.L01	0.0534027	0.0544104	0.0550283	0	0	0
ENSG00000162892.L01	12.0057	12.2154	12.33	9.59218	9.76007	9.84276
ENSG00000162894.L01	121.142	121.766	122.194	83.6115	83.8647	84
ENSG00000162896.L01	0	0	0	0	0	0
ENSG00000162897.L01	0	0	0	0	0	0
ENSG00000162909.L01	174.724	175.328	175.304	160.102	159.997	155.203
ENSG00000162910.L01	52.2984	52.5445	52.6469	44.7827	44.8771	45.1205
ENSG00000162913	0.567592	0	0	1.32701	0	0
ENSG00000162913.L01	0	0.570224	0.571587	0	1.33184	1.3376
ENSG00000162923.L01	63.3012	71.7513	86.3777	92.4178	96.4439	111.948
ENSG00000162924.L01	18.9941	19.3954	19.5064	40.4148	41.615	41.6491
ENSG00000162927.L01	5.08474	5.3878	5.25054	5.44661	6.20223	6.25371
ENSG00000162928.L01	8.20572	8.3543	8.54957	11.3738	11.5652	11.6364
ENSG00000162931.L01	0.993041	0.907482	0.92151	0.934121	0.612732	0.406031
ENSG00000162931.L02	0.856343	0.866644	3.03897	0.465823	0.472195	1.54796
ENSG00000162931.L03	2.65147	2.59885	0	1.50956	1.53128	0
ENSG00000162944.L01	0.209183	0.216979	0.154545	0.163631	0.169645	0.0948712
ENSG00000162944.L02	0.151305	0.154178	0	0.093322	0.0947047	0
ENSG00000162949.L01	0	0	0	0	0	0
ENSG00000162951.L01	0	0	0	0	0	0
ENSG00000162971.L01	5.8391	5.99592	6.01091	10.4303	10.685	10.5799
ENSG00000162975	0	0	0	0	0	0
ENSG00000162976.L01	33.683	33.0191	33.0682	27.8824	26.2652	26.3098
ENSG00000162980.L01	18.7073	19.0893	19.2613	16.5486	18.0503	18.0296
ENSG00000162989.L01	0	0	0	0	0	0
ENSG00000162994.L01	1.83838	1.86573	1.86912	2.37152	2.54314	2.48926
ENSG00000162997.L01	5.35836	5.4433	5.45385	4.52498	4.56742	4.58043
ENSG00000162998	0	0	0	0	0	0
ENSG00000162999.L01	0.430466	0.438626	0.442038	0.0695455	0.0713861	0.0715972
ENSG00000163001.L01	10.0966	10.2469	10.4265	14.5569	14.8677	14.9267
ENSG00000163002.L01	3.9866	4.1521	4.14048	5.71523	5.85509	5.90672
ENSG00000163006.L01	1.30192	1.3372	1.48508	2.31382	2.35997	2.47394
ENSG00000163009	0	0.316327	0.318491	0	0.280001	0.282256
ENSG00000163012.L01	0	0	0	0	0	0
ENSG00000163013.L01	14.3127	14.7586	14.8716	13.5466	13.6388	13.8683
ENSG00000163016.L01	0.0338338	0.0341219	0.0343419	0.0752043	0.0759872	0.0762061
ENSG00000163017.L01	0	0	0	0	0	0
ENSG00000163026.L01	3.90515	3.964	3.97067	3.1409	3.20792	3.23194
ENSG00000163029.L01	7.99404	8.19326	1.92067	9.86793	10.0917	3.30698
ENSG00000163029.L02	0	0	1.06488	0	0	1.35347
ENSG00000163029.L03	0	0	8.27375	0	0	10.136
ENSG00000163032.L01	0	0	0	0	0	0
ENSG00000163040.L01	0.417013	0.414157	0.414364	0.31186	0.311626	0.316029
ENSG00000163041.L01	350.191	349.654	346.966	244.194	244.779	242.088
ENSG00000163046.L01	0.0262495	0.026904	0.0271078	0	0	0
ENSG00000163050.L01	15.8854	15.3271	15.3467	25.5608	25.2589	25.2845
ENSG00000163053.L01	0.126613	0.125538	0.125262	0.0917318	0.0919239	0.0921253
ENSG00000163060	0	0	0	0.034781	0.0343442	0.0346173
ENSG00000163064.L01	0	0	0	0	0	0
ENSG00000163067.L01	1.01981	1.02865	1.03339	1.64869	1.66035	1.6673
ENSG00000163069.L01	2.89205	2.62694	2.6043	3.72827	3.21548	3.13429
ENSG00000163071.L01	0	0	0	0	0	0
ENSG00000163072.L01	0	0	0	0	0	0
ENSG00000163075.L01	0	0	0	0	0	0
ENSG00000163081.L01	0	0	0	0	0	0
ENSG00000163082.L01	1.28604	1.30097	1.30741	1.50691	1.52056	1.52878
ENSG00000163083	0.0212718	0.0211937	0.0212077	0.0210751	0.0209289	0.0210013
ENSG00000163092	0.00442701	0.0045345	0.00457275	0	0	0
ENSG00000163098	0	0	0	0	0	0
ENSG00000163104.L01	8.20449	8.4472	8.51439	6.9413	7.12884	7.03322
ENSG00000163106	0	0	0	0	0	0
ENSG00000163110.L01	13.7171	13.8639	13.8739	14.3237	14.5256	14.5825
ENSG00000163113.L01	4.52889	4.68186	4.77251	4.91788	4.94244	5.23181
ENSG00000163114	0.0495451	0.0502331	0.05039	0	0	0
ENSG00000163116.L01	0	0	0	0.0567594	0.0580552	0.0581705
ENSG00000163121.L01	0.0549844	0.0543993	0.0543777	0	0	0
ENSG00000163125.L01	17.6867	17.8087	17.9305	13.946	14.054	14.0754
ENSG00000163131.L01	103.448	105.449	101.783	67.9319	68.9022	65.6926
ENSG00000163132.L01	0	0	0	0.107772	0.107487	0.107832
ENSG00000163138.L01	3.77411	3.72135	3.73691	4.78259	4.20006	4.30909
ENSG00000163141.L01	0.104625	0.105623	0.106434	0.466732	0.472401	0.472297
ENSG00000163145.L01	0	0	0	0	0	0
ENSG00000163155.L01	0.825014	0.834135	0.841507	0.956224	0.98794	0.994727
ENSG00000163161.L01	35.5132	37.3055	33.5021	46.6059	47.7514	44.4362
ENSG00000163162.L01	64.249	63.2255	61.8351	96.0426	95.2383	90.4615
ENSG00000163166.L01	13.0283	13.1715	14.0925	19.4733	19.5169	20.4471
ENSG00000163170.L01	14.0388	14.0571	14.0374	14.6151	14.6279	14.5951
ENSG00000163171.L01	19.854	21.2705	12.3931	12.5282	14.373	8.84702
ENSG00000163171.L02	27.5576	28.0067	28.1587	35.114	35.3064	35.5088
ENSG00000163191	88.7442	89.3146	89.7378	41.1513	41.4373	41.6385
ENSG00000163202	0	0	0	0	0	0
ENSG00000163206	0	0	0	0	0	0
ENSG00000163207	0	0	0	0	0	0
ENSG00000163207.L01	1.69376	1.90572	1.91503	0.0711215	0.0801741	0.0801512
ENSG00000163209.L01	0	0	0	0	0	0
ENSG00000163214.L01	5.21195	5.29288	5.27847	7.73181	7.90394	7.73464
ENSG00000163216	0	0	0	0	0	0
ENSG00000163217	0	0	0	0.0412845	0.0418676	0.0422055
ENSG00000163218	0	0	0	0	0	0
ENSG00000163219.L01	90.5509	94.1975	94.7761	92.9585	99.6022	100.654
ENSG00000163220	0.222767	0.224097	0.226545	0.232061	0.234079	0.23707
ENSG00000163221	0	0	0	0	0	0
ENSG00000163235.L01	1.32254	1.34247	1.35284	0.177867	0.176464	0.176044
ENSG00000163239.L01	0	0	0	0	0	0
ENSG00000163249.L01	3.93187	3.51357	3.58355	6.17612	5.54965	5.64242
ENSG00000163251	0.0482294	0.0486842	0.0487209	0.0130471	0.0130749	0.0130976
ENSG00000163254	0	0	0	0	0	0
ENSG00000163257.L01	25.8651	23.8751	26.9548	37.1508	34.2441	43.9709
ENSG00000163263	0.25677	0.259339	0.259481	0	0	0
ENSG00000163273	0	0	0	0	0	0
ENSG00000163281.L01	10.9879	11.1346	11.1868	10.7539	10.721	10.7026
ENSG00000163283	0	0	0	0	0	0
ENSG00000163285	0	0	0	0	0	0
ENSG00000163286	0	0	0	0	0	0
ENSG00000163288.L01	0	0	0	0	0	0
ENSG00000163291.L01	8.46464	8.49419	8.61279	9.14433	9.28803	9.25731
ENSG00000163293.L01	0.525788	0.518378	0.514131	0.50493	0.496143	0.494553
ENSG00000163295	0	0	0	0	0	0
ENSG00000163297.L01	2.50661	2.52005	2.52793	4.28926	4.35557	4.35909
ENSG00000163312.L01	13.0584	13.1335	12.7553	13.4339	13.3986	14.0871
ENSG00000163319.L01	12.034	12.6435	12.7821	4.5299	4.69589	4.76369
ENSG00000163320.L01	59.3659	59.9604	60.2447	53.9633	54.1682	54.3878
ENSG00000163322.L01	4.49997	4.62304	5.59478	4.96175	5.02997	5.71922
ENSG00000163328.L01	3.89476	3.62765	4.03154	3.99262	4.03183	4.1605
ENSG00000163331.L01	0	0	0	0	0	0
ENSG00000163344.L01	12.1771	12.1223	12.0837	5.09995	5.06651	5.08283
ENSG00000163346.L01	62.6685	62.5667	63.1025	89.1423	89.0404	90.1581
ENSG00000163347	0	0	0	0	0	0
ENSG00000163349.L01	38.9567	39.7916	40.1646	56.0625	56.9212	57.6991
ENSG00000163352	0	0	0	0.159681	0.160459	0.162482
ENSG00000163354.L01	0.19463	0.195209	0.196473	0.506297	0.507631	0.514506
ENSG00000163359.L01	0	0.10664	0	0	0.302363	0
ENSG00000163362.L01	0.027796	0.0275194	0.0275774	0.137493	0.138245	0.139922
ENSG00000163374.L01	29.0327	30.9281	31.4109	43.554	45.6872	46.161
ENSG00000163376.L01	3.74209	3.86053	3.8979	5.58157	5.71412	5.68388
ENSG00000163377.L01	0	0	0	0	0	0
ENSG00000163378.L01	4.69338	3.98981	3.92053	9.1291	7.4868	7.16422
ENSG00000163380.L01	0.0578298	0.0586161	0.0594029	0.0353823	0.0359259	0.0361626
ENSG00000163382.L01	37.9215	37.8889	38.7328	29.9341	29.8946	30.2561
ENSG00000163389.L01	9.96172	11.4795	11.1648	18.3873	21.3459	20.1338
ENSG00000163393.L01	1.07433	1.13517	1.03054	0.313804	0.28251	0.292954
ENSG00000163394	0	0	0	0	0	0
ENSG00000163395.L01	0	0	0	0	0	0
ENSG00000163399.L01	94.215	96.6848	95.9739	102.329	105.524	104.371
ENSG00000163406.L01	0.244061	0.249423	0.251121	0.255138	0.260703	0.266841
ENSG00000163421	0.842906	0	0	13.4124	0	0
ENSG00000163421.L01	0	0.876886	0.878603	0	15.2423	15.2389
ENSG00000163430.L01	0.0428986	0.0434381	0.0437615	0	0	0
ENSG00000163431	0.0114785	0.0115006	0.0116269	0	0	0
ENSG00000163440	0	0	0	0	0	0
ENSG00000163444.L01	54.5414	55.625	56.018	57.9028	57.4259	58.7233
ENSG00000163449.L01	0.364973	0.369024	0.371721	0.352189	0.356359	0.358722
ENSG00000163462.L01	2.32083	2.31323	2.32354	3.64271	3.59923	3.63234
ENSG00000163464	5.64403	5.69776	5.73621	1.0622	1.07471	1.08395
ENSG00000163466.L01	490.135	495.694	495.182	517.467	525.469	522.07
ENSG00000163467.L01	0.0971104	0.0977475	0.0981659	0	0	0
ENSG00000163468.L01	42.8845	43.2422	43.6142	32.8854	33.2328	33.3852
ENSG00000163472.L01	6.13332	6.10206	6.12398	3.32247	3.30299	3.33118
ENSG00000163479.L01	250.895	253.604	255.367	223.889	226.481	228.658
ENSG00000163481.L01	16.7419	15.285	15.099	17.4797	16.9315	16.7382
ENSG00000163482.L01	4.23625	4.27849	4.29275	5.44274	5.49075	6.33457
ENSG00000163485.L01	0	0	0	0	0	0
ENSG00000163486.L01	13.9394	15.8195	15.9339	17.8986	22.2347	22.3804
ENSG00000163491.L01	1.0114	1.02347	1.04198	0.791604	0.812656	0.834406
ENSG00000163497	0	0	0	0	0	0
ENSG00000163499.L01	0	0	0	0	0	0
ENSG00000163501	0	0	0	0.0310394	0.0307371	0.0308981
ENSG00000163507.L01	1.10957	1.14388	1.14851	1.96301	1.99853	2.00007
ENSG00000163508.L01	72.3405	73.2958	75.771	51.7951	52.1298	53.7011
ENSG00000163510.L01	12.4591	9.48317	11.4984	17.7555	11.8983	16.758
ENSG00000163512.L01	21.5356	21.8809	21.9714	24.4686	24.9152	24.7334
ENSG00000163513.L01	0	58.4252	61.6267	0	45.2303	45.7264
ENSG00000163515	0	0	0	0	0	0
ENSG00000163515.L01	0	0	0	0	0	0
ENSG00000163516.L01	60.0595	60.1831	60.4636	96.4942	95.4932	96.2318
ENSG00000163517.L01	2.0095	2.00185	2.00724	1.65005	1.62659	1.63051
ENSG00000163518.L01	0	0	0	0	0	0
ENSG00000163519.L01	15.2641	16.6356	15.3967	19.3556	20.6873	20.5675
ENSG00000163520.L01	0.544376	0.534218	0.533351	0.353324	0.355553	0.354985
ENSG00000163521.L01	1.01859	1.04072	1.0523	1.17817	1.60287	1.24063
ENSG00000163527.L01	27.366	29.2101	34.1706	48.314	48.1764	58.0039
ENSG00000163528.L01	3.04434	3.09282	3.12121	1.50374	1.52608	1.53574
ENSG00000163530	0	0	0	0	0	0
ENSG00000163531.L01	0.123553	0.123737	0.124557	0.129328	0.130093	0.131461
ENSG00000163534.L01	1.11688	1.13557	1.14183	0.436347	0.442027	0.446312
ENSG00000163535.L01	1.08618	1.10782	1.11018	0.335289	0.344271	0.343958
ENSG00000163536.L01	3.69194	3.75862	3.78886	1.77767	1.80809	1.81343
ENSG00000163539.L01	10.1539	10.7968	10.8194	25.1597	25.7997	25.9471
ENSG00000163541.L01	27.5229	28.2712	30.5997	33.1387	32.1261	34.0444
ENSG00000163545.L01	4.82737	4.82317	4.8993	4.56242	4.55768	4.56012
ENSG00000163554.L01	0.123417	0.125793	0.126617	0	0	0
ENSG00000163558.L01	6.00972	6.14859	6.16788	10.0366	10.1799	8.94611
ENSG00000163563.L01	0.929141	0.946011	1.01663	0.352654	0.360106	0.360574
ENSG00000163564.L01	158.85	162.574	148.069	151.553	154.901	137.873
ENSG00000163565.L01	58.097	59.1402	59.6962	56.3072	57.4179	57.5825
ENSG00000163568.L01	1.53073	1.43286	1.61303	2.00128	2.00662	2.21509
ENSG00000163576.L01	0.0277341	0.0282112	0.0284872	0.0384919	0.0312841	0.0314274
ENSG00000163577.L01	8.6726	8.74555	8.75124	4.41766	4.43221	4.42318
ENSG00000163581.L01	0	0	0	0	0	0
ENSG00000163584.L01	72.3882	73.4233	73.7248	28.3566	28.7772	28.708
ENSG00000163586.L01	0	0	0	0	0	0
ENSG00000163590.L01	7.31858	8.18897	7.7095	10.1995	11.0042	10.5884
ENSG00000163596.L01	2.25054	2.29663	0.109354	3.01041	3.66792	0.247999
ENSG00000163596.L02	0	0	2.26316	0	0	3.27864
ENSG00000163599.L01	1.2273	1.2571	1.26427	3.22166	3.65069	3.66391
ENSG00000163600	0	0	1.25363	0	0	2.95306
ENSG00000163600.L01	1.27067	1.26488	0	2.8652	2.93514	0
ENSG00000163602.L01	9.33654	9.5902	9.65789	17.3422	17.7681	17.7933
ENSG00000163606.L01	1.0781	1.09775	1.13805	0.71451	0.639537	0.644493
ENSG00000163607.L01	9.05082	8.08371	8.13971	9.17517	9.04098	9.25869
ENSG00000163608.L01	21.8712	22.3817	22.9083	34.4758	35.1333	35.5879
ENSG00000163617.L01	0	2.60001	2.61949	0	4.39157	4.41317
ENSG00000163618.L01	0	0	0	0	0	0
ENSG00000163623	0	0	0	0	0	0
ENSG00000163624.L01	0	0	0	0.046032	0.0467663	0.0445069
ENSG00000163625.L01	0.0214018	0.021922	0.0220834	0	0	0
ENSG00000163626.L01	5.6333	5.49709	4.97832	8.97605	9.512	7.81947
ENSG00000163629.L01	0	0	0	0	0	0
ENSG00000163630.L01	0	0	0	0	0	0
ENSG00000163631.L01	0.143773	0.147028	0.146891	0.0541257	0.0537037	0.0538757
ENSG00000163632.L01	0.0509545	0.0519387	0.0524593	0.0521819	0.0531303	0.0535441
ENSG00000163633.L01	1.36356	1.38274	1.38846	0.950416	0.964162	0.965421
ENSG00000163634.L01	32.0365	32.6892	33.0323	19.0392	19.4099	19.4155
ENSG00000163635.L01	30.298	32.7128	35.0862	54.894	55.9074	59.0049
ENSG00000163636.L01	44.7947	45.4374	45.1265	66.2166	67.2823	66.7256
ENSG00000163637.L01	0.0832789	0.0844638	0.0851348	0.00947639	0.00959892	0.00967261
ENSG00000163638.L01	0	0	0	0	0	0
ENSG00000163644.L01	19.9475	20.9835	24.4608	28.182	28.6117	34.6389
ENSG00000163645.L01	2.6782	2.52799	2.79948	1.71073	1.74095	1.89988
ENSG00000163645.L02	0.363446	0.362202	0.360842	0.147455	0.14746	0.148463
ENSG00000163655.L01	15.0348	15.3556	15.4174	25.5992	26.1226	26.0948
ENSG00000163659.L01	27.0458	27.6263	27.7976	23.4393	23.9668	24.1856
ENSG00000163659.L02	0	0	2.13875	0	0	0.711152
ENSG00000163660.L01	353.255	372.149	348.408	282.561	293.251	279.65
ENSG00000163661	0	0	0	0.0394624	0.0396073	0.0397024
ENSG00000163666.L01	0	0	0	0	0	0
ENSG00000163673.L01	0.0103742	0.0104792	0.0105732	0	0	0
ENSG00000163681.L01	14.2413	14.6778	14.8087	19.2383	19.5423	19.2324
ENSG00000163682.L01	1465.73	1436.18	1430.81	1322.8	1320.98	1315.58
ENSG00000163683.L01	9.02149	9.22927	9.32689	3.24536	3.32851	3.35161
ENSG00000163686.L01	4.73666	4.80892	4.81544	5.00929	5.05826	5.07554
ENSG00000163687.L01	0	0	0	0	0	0
ENSG00000163689.L01	0.0593008	0.0605361	0.0611123	0.198226	0.197817	0.197422
ENSG00000163694.L01	0	0	0	0	0	0
ENSG00000163697.L01	0	0	0	0	0	0
ENSG00000163701.L01	0.028851	0.0287214	0.0300124	0.0795265	0.0789693	0.0766435
ENSG00000163702.L01	4.07755	4.06038	4.05601	1.60467	1.59663	1.59948
ENSG00000163702.L02	2.36306	2.40297	2.41148	1.51515	1.53399	1.54094
ENSG00000163703.L01	20.3802	20.4531	20.5277	11.8082	12.1256	12.2131
ENSG00000163704	2.87838	2.86695	2.89083	2.88182	2.87125	2.92182
ENSG00000163704.L01	1.00004	0	0	0.523246	0	0
ENSG00000163705.L01	0	0	0	0	0	0
ENSG00000163710.L01	0	0	0	0	0	0
ENSG00000163719.L01	21.9734	22.0526	22.4588	32.0401	32.0878	33.0573
ENSG00000163728.L01	29.3738	29.4189	29.1785	36.7977	37.0804	36.7492
ENSG00000163734.L01	0	0	0	0.0494179	0.0497114	0.0496468
ENSG00000163735	0	0	0	0	0	0
ENSG00000163736	0	0	0	0	0	0
ENSG00000163737	0	0	0	0	0	0
ENSG00000163738.L01	4.33454	4.39917	4.4174	3.11031	3.1136	3.10798
ENSG00000163739	0	0	0	0	0	0
ENSG00000163743.L01	22.3948	22.8495	22.9828	24.8518	25.3894	25.3218
ENSG00000163749.L01	0	0	0	0	0	0
ENSG00000163751	0	0	0	0	0	0
ENSG00000163754.L01	28.522	33.9438	29.2129	38.3933	44.4881	39.1648
ENSG00000163755.L01	25.2607	25.6166	26.1878	19.388	19.6518	19.9326
ENSG00000163762.L01	0	0	0	0	0	0
ENSG00000163781.L01	20.9332	21.8989	20.9598	25.562	26.8128	24.7501
ENSG00000163788.L01	55.3551	55.7855	56.2334	78.4437	79.2219	79.805
ENSG00000163788.L02	0.381643	0.293385	0	0.330275	0.286081	0
ENSG00000163792	0	0	0	0	0	0
ENSG00000163793.L01	0	0	0	0	0	0
ENSG00000163794	0.609839	0.597575	0.592784	0.412989	0.404757	0.403422
ENSG00000163795.L01	23.7677	24.3029	24.4203	21.9202	22.1495	22.4081
ENSG00000163798.L01	10.9469	11.0496	11.1222	13.9388	14.089	14.1559
ENSG00000163803.L01	0.0163721	0.0165871	0.016299	0	0	0
ENSG00000163807	21.7901	22.2177	22.3553	17.3974	17.7768	17.7287
ENSG00000163808.L01	0	0.288147	0.408709	0	0.158523	0.138644
ENSG00000163810.L01	0.17788	0.131145	0.181859	0.169618	0.227089	0.173602
ENSG00000163811.L01	18.269	18.6609	18.7807	17.6118	18.0015	18.0515
ENSG00000163812.L01	21.769	23.9339	23.8099	21.4431	24.6424	24.9084
ENSG00000163814.L01	0	0	0	0	0	0
ENSG00000163817.L01	0.171168	0.170108	0.169341	0	0	0
ENSG00000163818.L01	4.50916	4.59616	4.59162	3.66813	3.75649	3.7571
ENSG00000163820.L01	17.4336	17.0011	17.2054	22.1581	20.8011	21.1752
ENSG00000163823	0.662067	0.673873	0.679613	0.0845916	0.0860294	0.0868123
ENSG00000163825	0	0	0	0	0	0
ENSG00000163827.L01	0	0	0	0	0	0
ENSG00000163832.L01	21.6407	21.9864	21.8018	19.501	19.6702	19.7745
ENSG00000163833	0.100111	0.101525	0.102356	0.184911	0.187327	0.188681
ENSG00000163840.L01	11.6829	11.8869	11.9848	10.9102	11.0797	11.1439
ENSG00000163864.L01	0.414906	0.407026	0.385461	0.501845	0.499954	0.499363
ENSG00000163866.L01	21.3701	21.7196	21.7511	25.9527	25.8522	25.9327
ENSG00000163870.L01	8.87267	8.84938	8.896	10.7578	10.7461	10.8687
ENSG00000163872.L01	13.8425	13.7603	14.4682	14.2071	14.3535	15.3232
ENSG00000163873.L01	0.0301438	0.0300836	0.0301802	0	0	0
ENSG00000163874.L01	67.7871	68.2874	68.464	31.7319	33.081	34.1414
ENSG00000163875.L01	59.6326	60.4426	61.0902	49.0073	49.3255	49.6638
ENSG00000163877.L01	11.6719	12.8987	12.7613	18.3342	19.5059	19.4936
ENSG00000163879	0.147569	0.148689	0.149894	0.340279	0.342019	0.344963
ENSG00000163882.L01	32.4149	35.2313	33.0906	28.2313	29.2203	28.9024
ENSG00000163884.L01	0	0	0	0	0	0
ENSG00000163885.L01	0.120584	0.120349	0.121387	0.094723	0.0952359	0.0956832
ENSG00000163885.L02	0.052609	0	0	0.199629	0	0
ENSG00000163888	0.492492	0.479263	0.472875	0.291253	0.282195	0.279947
ENSG00000163898.L01	0	0	0	0	0	0
ENSG00000163900.L01	10.6184	10.7176	10.0271	11.734	11.7998	11.8665
ENSG00000163902.L01	53.2041	53.5814	53.8728	44.1802	44.5088	44.9711
ENSG00000163904.L01	11.303	11.4341	11.4711	13.744	13.7579	13.7556
ENSG00000163909.L01	0	0	0	0	0	0
ENSG00000163913.L01	4.71976	4.7329	4.89765	8.97815	8.99492	9.89876
ENSG00000163914	0	0	0	0	0	0
ENSG00000163915.L01	0	0	0	0	0	0
ENSG00000163918.L01	14.7068	14.984	15.0632	11.7013	11.9128	11.9054
ENSG00000163923	9.60167	9.59332	9.58448	4.10572	4.14304	4.08668
ENSG00000163930.L01	46.6391	41.5544	47.557	59.8831	54.1357	61.2979
ENSG00000163931.L01	38.1509	37.905	37.9275	44.4179	44.2535	44.4517
ENSG00000163932.L01	14.7877	16.715	16.7116	16.3113	16.3048	16.5623
ENSG00000163933.L01	6.06852	6.24954	6.76039	8.06563	8.3676	8.24847
ENSG00000163935.L01	4.36414	4.40911	4.42117	4.69526	4.78682	4.78361
ENSG00000163938.L01	35.4016	36.1279	36.297	43.1273	43.8252	43.9871
ENSG00000163939.L01	13.5359	14.6972	13.3601	13.6492	14.5507	14.0104
ENSG00000163946.L01	30.0998	30.6711	31.0805	24.1491	24.7796	24.7189
ENSG00000163947.L01	97.4925	98.6622	99.1103	59.9227	60.541	62.059
ENSG00000163950.L01	21.815	23.3848	22.1974	30.6013	33.9857	31.0721
ENSG00000163958.L01	0.0600281	0.0597409	0.0597048	0	0	0
ENSG00000163959.L01	4.19053	4.26318	4.30172	10.7838	10.7494	11.0613
ENSG00000163960.L01	13.8619	14.1376	14.2589	27.9825	28.4092	28.6934
ENSG00000163961.L01	29.4902	29.7408	29.1232	28.4022	30.2894	28.0283
ENSG00000163964.L01	0	0	1.09621	0	0	0.533619
ENSG00000163975.L01	0.258771	0.254533	0.339337	0.799611	0.78428	1.02061
ENSG00000163975.L02	0.456678	0.450363	0.446295	0.94796	0.952283	0.968095
ENSG00000163982	0	0	0	0	0	0
ENSG00000163993	0	2.25952	2.25414	0	0.745709	0.882629
ENSG00000163995.L01	1.27502	1.27397	1.27182	0.993451	1.04128	1.0488
ENSG00000164002.L01	4.6455	4.89937	4.84201	7.20509	7.19394	7.24908
ENSG00000164007.L01	0	0	0	0	0	0
ENSG00000164008.L01	9.01539	9.09654	9.13278	12.2542	12.3461	12.3921
ENSG00000164008.L02	1.90001	1.93776	0	3.49746	3.56364	0
ENSG00000164010.L01	3.76648	3.82453	3.85896	2.88197	2.91759	2.97894
ENSG00000164011.L01	3.39709	3.41404	3.51762	3.28342	3.30439	3.34442
ENSG00000164022.L01	19.2847	19.4298	19.6063	26.8653	27.2072	27.3162
ENSG00000164023	0	0	0	0	0	0
ENSG00000164023.L01	0	0	0	0	0	0
ENSG00000164024.L01	18.6859	19.505	19.5027	22.7626	23.2799	23.4182
ENSG00000164031.L01	29.4347	29.8075	30.371	36.0002	36.749	36.9519
ENSG00000164032.L01	85.7127	86.3073	86.4673	74.5599	74.8305	75.2765
ENSG00000164035.L01	0	0	0	0	0	0
ENSG00000164037.L01	0.608171	0.601713	0.604714	1.20377	1.2382	1.23121
ENSG00000164040.L01	18.7781	19.1883	19.4173	16.3588	16.7284	16.7792
ENSG00000164045.L01	0.187673	0.190218	0.192225	0.257128	0.255108	0.253829
ENSG00000164047.L01	0	0	0	0	0	0
ENSG00000164048.L01	9.79999	10.0966	10.215	11.4415	12.4098	12.6566
ENSG00000164049.L01	0	0	0	0	0	0
ENSG00000164050.L01	1.64875	1.71047	1.65567	3.48566	4.00124	3.17837
ENSG00000164054.L01	176.926	183.645	184.452	124.146	130.756	132.06
ENSG00000164056.L01	0.383489	0.381811	0.529062	0.207225	0.210745	0.34816
ENSG00000164061.L01	0.0671188	0.0668621	0.0674186	0.0972877	0.0963166	0.0974807
ENSG00000164062.L01	47.0327	46.6299	47.1411	44.096	43.4642	45.6598
ENSG00000164066.L01	0.0125032	0.0128336	0.0129379	0	0	0
ENSG00000164068.L01	13.6293	13.5648	14.0104	17.1871	17.1768	17.737
ENSG00000164070.L01	0	0	0	0.0305313	0.0312789	0.031343
ENSG00000164073.L01	11.6606	11.6322	11.1155	14.6177	14.665	14.6581
ENSG00000164074.L01	6.94982	7.33093	6.96622	10.5332	11.0042	10.7998
ENSG00000164076.L01	0	0	0	0	0	0
